run_id,task_id,replicate,text_passed,text_value,vision_model,vision_passed,vision_value,vision_used_images,agree,vision_error
e0b-b2-gdpval-p2,gdpval-b1a79ce1-86b0-41fb-97dc-9206dfd7b044,r1,1,0.8302,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p2,gdpval-bb499d9c-0263-4684-9238-75e8e86077b1,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p2,gdpval-be830ca0-b352-4658-a5bd-57139d6780ba,r1,1,0.9221,deepseek-v4-flash-vision-exp,1,0.7403,1,1,
e0b-b2-gdpval-p2,gdpval-cecac8f9-8203-4ebd-ad49-54436a8c4171,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,0.9600,1,1,
e0b-b2-gdpval-p2,gdpval-e14e32ba-d310-4d45-9b8a-6d73d0ece1ae,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,0.9310,1,1,
e0b-b2-gdpval-p2,gdpval-ec591973-04d5-48c0-981c-1ab2fcec2dc1,r1,1,0.7532,deepseek-v4-flash-vision-exp,1,0.7597,1,1,
e0b-b2-gdpval-p2,gdpval-efca245f-c24f-4f75-a9d5-59201330ab7a,r1,1,0.9902,deepseek-v4-flash-vision-exp,1,0.9804,1,1,
e0b-b2-gdpval-p2,gdpval-f3351922-dbdd-45da-85c5-e7110696bbe5,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,0.9412,1,1,
e0b-b2-gdpval-p3,gdpval-01d7e53e-0513-4109-a242-8ccaf442cd21,r1,1,0.9524,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p3,gdpval-0353ee0c-18b5-4ad3-88e8-e001d223e1d7,r1,0,0.4679,deepseek-v4-flash-vision-exp,1,0.9908,1,0,
e0b-b2-gdpval-p3,gdpval-045aba2e-4093-42aa-ab7f-159cc538278c,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,0.9726,1,1,
e0b-b2-gdpval-p3,gdpval-05389f78-589a-473c-a4ae-67c61050bfca,r1,1,0.9773,deepseek-v4-flash-vision-exp,1,0.9773,1,1,
e0b-b2-gdpval-p3,gdpval-11593a50-734d-4449-b5b4-f8986a133fd8,r1,0,0.5283,deepseek-v4-flash-vision-exp,1,1.0000,1,0,
e0b-b2-gdpval-p3,gdpval-116e791e-890c-42b1-ba90-1db02e8bfd45,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,0.9531,1,1,
e0b-b2-gdpval-p3,gdpval-19403010-3e5c-494e-a6d3-13594e99f6af,r1,1,0.6371,deepseek-v4-flash-vision-exp,1,0.7097,1,1,
e0b-b2-gdpval-p3,gdpval-22c0809b-f8db-489e-93b3-b4da225e3e0e,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p3,gdpval-2d06bc0a-89c6-4e89-9417-5ffe725c1bc6,r1,1,0.9697,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p3,gdpval-401a07f1-d57e-4bb0-889b-22de8c900f0e,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p3,gdpval-43dc9778-450b-4b46-b77e-b6d82b202035,r1,0,0.3223,deepseek-v4-flash-vision-exp,0,0.3719,1,1,
e0b-b2-gdpval-p3,gdpval-4520f882-715a-482d-8e87-1cb3cbdfe975,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p3,gdpval-47ef842d-8eac-4b90-bda8-dd934c228c96,r1,0,0.3737,deepseek-v4-flash-vision-exp,1,0.9293,1,0,
e0b-b2-gdpval-p3,gdpval-4b98ccce-9e42-44e9-9115-6fc3e79de288,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p3,gdpval-61f546a8-c374-467f-95cc-d0d9b5656eb6,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p3,gdpval-76d10872-9ffa-4ede-83ee-e0f1ec5e2b8d,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p3,gdpval-7bbfcfe9-132d-4194-82bb-d6f29d001b01,r1,0,0.5849,deepseek-v4-flash-vision-exp,0,0.5660,1,1,
e0b-b2-gdpval-p3,gdpval-85d95ce5-b20c-41e2-834e-e788ce9622b6,r1,1,0.9412,deepseek-v4-flash-vision-exp,1,0.8588,1,1,
e0b-b2-gdpval-p3,gdpval-9e39df84-ac57-4c9b-a2e3-12b8abf2c797,r1,0,0.5000,deepseek-v4-flash-vision-exp,0,0.4583,1,1,
e0b-b2-gdpval-p3,gdpval-aad21e4c-1d43-45fc-899a-97754a1b1b63,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p3,gdpval-ab81b076-e5d8-473a-9bdb-7ea7c38f6ebc,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,0.9038,1,1,
e0b-b2-gdpval-p3,gdpval-b1a79ce1-86b0-41fb-97dc-9206dfd7b044,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,0.9811,1,1,
e0b-b2-gdpval-p3,gdpval-bb499d9c-0263-4684-9238-75e8e86077b1,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p3,gdpval-be830ca0-b352-4658-a5bd-57139d6780ba,r1,1,0.6883,deepseek-v4-flash-vision-exp,1,0.7662,1,1,
e0b-b2-gdpval-p3,gdpval-cecac8f9-8203-4ebd-ad49-54436a8c4171,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p3,gdpval-e14e32ba-d310-4d45-9b8a-6d73d0ece1ae,r1,1,0.6897,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p3,gdpval-ec591973-04d5-48c0-981c-1ab2fcec2dc1,r1,1,0.9091,deepseek-v4-flash-vision-exp,1,0.7208,1,1,
e0b-b2-gdpval-p3,gdpval-efca245f-c24f-4f75-a9d5-59201330ab7a,r1,1,0.9412,deepseek-v4-flash-vision-exp,1,0.9412,1,1,
e0b-b2-gdpval-p3,gdpval-f3351922-dbdd-45da-85c5-e7110696bbe5,r1,1,0.9882,deepseek-v4-flash-vision-exp,1,0.9882,1,1,
e0b-b2-gdpval-p4,gdpval-01d7e53e-0513-4109-a242-8ccaf442cd21,r1,1,0.9286,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p4,gdpval-0353ee0c-18b5-4ad3-88e8-e001d223e1d7,r1,1,0.7982,deepseek-v4-flash-vision-exp,1,0.9908,1,1,
e0b-b2-gdpval-p4,gdpval-045aba2e-4093-42aa-ab7f-159cc538278c,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,0.9863,1,1,
e0b-b2-gdpval-p4,gdpval-05389f78-589a-473c-a4ae-67c61050bfca,r1,1,0.7045,deepseek-v4-flash-vision-exp,1,0.7614,1,1,
e0b-b2-gdpval-p4,gdpval-11593a50-734d-4449-b5b4-f8986a133fd8,r1,0,0.5283,deepseek-v4-flash-vision-exp,1,1.0000,1,0,
e0b-b2-gdpval-p4,gdpval-116e791e-890c-42b1-ba90-1db02e8bfd45,r1,1,0.9219,deepseek-v4-flash-vision-exp,1,0.9688,1,1,
e0b-b2-gdpval-p4,gdpval-19403010-3e5c-494e-a6d3-13594e99f6af,r1,1,0.6371,deepseek-v4-flash-vision-exp,1,0.7258,1,1,
e0b-b2-gdpval-p4,gdpval-22c0809b-f8db-489e-93b3-b4da225e3e0e,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p4,gdpval-2d06bc0a-89c6-4e89-9417-5ffe725c1bc6,r1,1,0.9697,deepseek-v4-flash-vision-exp,1,0.9697,1,1,
e0b-b2-gdpval-p4,gdpval-401a07f1-d57e-4bb0-889b-22de8c900f0e,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p4,gdpval-43dc9778-450b-4b46-b77e-b6d82b202035,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p4,gdpval-4520f882-715a-482d-8e87-1cb3cbdfe975,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p4,gdpval-47ef842d-8eac-4b90-bda8-dd934c228c96,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p4,gdpval-4b98ccce-9e42-44e9-9115-6fc3e79de288,r1,0,0.4808,deepseek-v4-flash-vision-exp,1,0.9904,1,0,
e0b-b2-gdpval-p4,gdpval-61f546a8-c374-467f-95cc-d0d9b5656eb6,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p4,gdpval-76d10872-9ffa-4ede-83ee-e0f1ec5e2b8d,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p4,gdpval-7bbfcfe9-132d-4194-82bb-d6f29d001b01,r1,0,0.5472,deepseek-v4-flash-vision-exp,0,0.5283,1,1,
e0b-b2-gdpval-p4,gdpval-85d95ce5-b20c-41e2-834e-e788ce9622b6,r1,1,0.9412,deepseek-v4-flash-vision-exp,1,0.9412,1,1,
e0b-b2-gdpval-p4,gdpval-9e39df84-ac57-4c9b-a2e3-12b8abf2c797,r1,1,0.9583,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p4,gdpval-aad21e4c-1d43-45fc-899a-97754a1b1b63,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,0.9764,1,1,
e0b-b2-gdpval-p4,gdpval-ab81b076-e5d8-473a-9bdb-7ea7c38f6ebc,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p4,gdpval-b1a79ce1-86b0-41fb-97dc-9206dfd7b044,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,0.9811,1,1,
e0b-b2-gdpval-p4,gdpval-bb499d9c-0263-4684-9238-75e8e86077b1,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,0.9775,1,1,
e0b-b2-gdpval-p4,gdpval-be830ca0-b352-4658-a5bd-57139d6780ba,r1,1,0.7143,deepseek-v4-flash-vision-exp,1,0.7403,1,1,
e0b-b2-gdpval-p4,gdpval-cecac8f9-8203-4ebd-ad49-54436a8c4171,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p4,gdpval-e14e32ba-d310-4d45-9b8a-6d73d0ece1ae,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p4,gdpval-ec591973-04d5-48c0-981c-1ab2fcec2dc1,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,0.8377,1,1,
e0b-b2-gdpval-p4,gdpval-efca245f-c24f-4f75-a9d5-59201330ab7a,r1,1,0.9804,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p4,gdpval-f3351922-dbdd-45da-85c5-e7110696bbe5,r1,1,0.9882,deepseek-v4-flash-vision-exp,1,0.9529,1,1,
e0b-b2-gdpval-p5,gdpval-01d7e53e-0513-4109-a242-8ccaf442cd21,r1,1,0.7857,deepseek-v4-flash-vision-exp,1,0.7619,1,1,
e0b-b2-gdpval-p5,gdpval-0353ee0c-18b5-4ad3-88e8-e001d223e1d7,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p5,gdpval-045aba2e-4093-42aa-ab7f-159cc538278c,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,0.9589,1,1,
e0b-b2-gdpval-p5,gdpval-05389f78-589a-473c-a4ae-67c61050bfca,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,0.9886,1,1,
e0b-b2-gdpval-p5,gdpval-11593a50-734d-4449-b5b4-f8986a133fd8,r1,0,0.4528,deepseek-v4-flash-vision-exp,1,0.8868,1,0,
e0b-b2-gdpval-p5,gdpval-116e791e-890c-42b1-ba90-1db02e8bfd45,r1,1,0.7656,deepseek-v4-flash-vision-exp,1,0.7500,1,1,
e0b-b2-gdpval-p5,gdpval-19403010-3e5c-494e-a6d3-13594e99f6af,r1,1,0.6210,deepseek-v4-flash-vision-exp,1,0.7500,1,1,
e0b-b2-gdpval-p5,gdpval-22c0809b-f8db-489e-93b3-b4da225e3e0e,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p5,gdpval-2d06bc0a-89c6-4e89-9417-5ffe725c1bc6,r1,1,0.9697,deepseek-v4-flash-vision-exp,1,0.9697,1,1,
e0b-b2-gdpval-p5,gdpval-401a07f1-d57e-4bb0-889b-22de8c900f0e,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p5,gdpval-43dc9778-450b-4b46-b77e-b6d82b202035,r1,0,0.1901,deepseek-v4-flash-vision-exp,0,0.2975,1,1,
e0b-b2-gdpval-p5,gdpval-4520f882-715a-482d-8e87-1cb3cbdfe975,r1,0,0.5486,deepseek-v4-flash-vision-exp,0,0.5257,1,1,
e0b-b2-gdpval-p5,gdpval-47ef842d-8eac-4b90-bda8-dd934c228c96,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,0.9596,1,1,
e0b-b2-gdpval-p5,gdpval-4b98ccce-9e42-44e9-9115-6fc3e79de288,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p5,gdpval-5f6c57dd-feb6-4e70-b152-4969d92d1608,r1,1,0.9594,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p5,gdpval-61f546a8-c374-467f-95cc-d0d9b5656eb6,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p5,gdpval-76d10872-9ffa-4ede-83ee-e0f1ec5e2b8d,r1,1,0.9527,deepseek-v4-flash-vision-exp,1,0.9662,1,1,
e0b-b2-gdpval-p5,gdpval-7bbfcfe9-132d-4194-82bb-d6f29d001b01,r1,0,0.5849,deepseek-v4-flash-vision-exp,0,0.5660,1,1,
e0b-b2-gdpval-p5,gdpval-85d95ce5-b20c-41e2-834e-e788ce9622b6,r1,1,0.9412,deepseek-v4-flash-vision-exp,1,0.9412,1,1,
e0b-b2-gdpval-p5,gdpval-9e39df84-ac57-4c9b-a2e3-12b8abf2c797,r1,0,0.5000,deepseek-v4-flash-vision-exp,0,0.5000,1,1,
e0b-b2-gdpval-p5,gdpval-aad21e4c-1d43-45fc-899a-97754a1b1b63,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p5,gdpval-ab81b076-e5d8-473a-9bdb-7ea7c38f6ebc,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,0.9423,1,1,
e0b-b2-gdpval-p5,gdpval-b1a79ce1-86b0-41fb-97dc-9206dfd7b044,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,0.9434,1,1,
e0b-b2-gdpval-p5,gdpval-bb499d9c-0263-4684-9238-75e8e86077b1,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,0.9775,1,1,
e0b-b2-gdpval-p5,gdpval-be830ca0-b352-4658-a5bd-57139d6780ba,r1,1,0.6883,deepseek-v4-flash-vision-exp,1,0.7532,1,1,
e0b-b2-gdpval-p5,gdpval-cecac8f9-8203-4ebd-ad49-54436a8c4171,r1,1,0.8800,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p5,gdpval-e14e32ba-d310-4d45-9b8a-6d73d0ece1ae,r1,1,0.7586,deepseek-v4-flash-vision-exp,1,0.9310,1,1,
e0b-b2-gdpval-p5,gdpval-ec591973-04d5-48c0-981c-1ab2fcec2dc1,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,0.8506,1,1,
e0b-b2-gdpval-p5,gdpval-efca245f-c24f-4f75-a9d5-59201330ab7a,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p5,gdpval-f3351922-dbdd-45da-85c5-e7110696bbe5,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,0.9647,1,1,
